id;CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;Class
119.txt;1;2;7;0;0;10;6;0;1;0;0;14;4;4;0;0;0;11;5;4;0;0;0;0;1;0;1;0;1;1;0;14;0;0;0;0;1
124.txt;2;4;8;0;0;7;7;1;0;0;0;8;12;2;0;0;0;2;0;1;1;0;0;0;2;0;1;3;0;3;2;5;2;0;0;0;2
34.txt;3;1;10;0;0;10;4;0;0;0;0;14;6;8;0;0;1;6;2;1;0;0;0;0;8;0;4;8;0;0;2;1;0;0;0;1;2
45.txt;3;2;8;0;0;14;1;0;0;0;0;8;10;2;0;0;0;3;1;1;0;0;1;0;1;0;0;6;1;0;0;2;0;0;0;1;2
4.txt;1;1;9;0;0;9;3;1;0;0;0;14;3;9;0;0;1;0;0;0;0;0;0;0;0;0;0;6;1;1;0;1;1;0;0;1;2
147.txt;2;2;5;0;0;9;6;0;0;0;2;5;5;3;0;0;0;7;3;3;0;0;0;0;7;0;9;5;0;0;0;3;0;0;0;0;2
47.txt;1;1;14;0;0;15;4;0;0;0;2;9;3;2;1;0;0;12;0;5;0;0;0;0;3;0;5;9;1;0;1;4;0;2;0;0;2
148.txt;0;1;13;1;0;13;7;1;0;0;0;11;6;4;0;0;0;3;1;3;1;0;0;0;2;0;2;4;1;3;3;4;1;2;0;0;2
100.txt;5;0;11;0;0;5;4;0;1;0;1;15;3;1;0;0;2;6;1;4;0;0;0;0;3;0;3;5;3;1;2;5;0;0;0;1;2
116.txt;4;0;12;0;0;3;1;0;0;0;0;16;1;1;0;0;0;2;1;3;0;0;1;0;6;0;7;11;2;0;0;0;0;0;0;1;2
87.txt;1;3;10;1;0;11;8;0;1;0;2;9;12;2;0;0;1;2;2;4;0;0;0;0;3;0;4;5;0;1;4;0;0;1;0;0;2
16.txt;3;2;13;0;0;6;8;0;0;0;0;12;5;4;0;0;1;6;0;2;0;0;0;0;2;0;4;1;0;1;2;7;0;0;0;0;2
127.txt;1;1;7;1;0;9;5;0;0;0;0;12;6;2;0;0;0;2;1;2;0;0;1;0;1;0;3;2;2;4;2;3;1;0;0;0;2
136.txt;3;2;6;1;0;6;2;1;1;0;0;9;8;2;0;0;0;3;1;3;0;0;0;0;1;0;0;8;0;2;0;3;0;1;0;0;2
62.txt;2;2;10;0;0;7;2;0;0;0;0;11;5;5;0;0;2;7;1;7;0;0;1;0;3;0;2;8;0;1;1;0;0;0;0;0;2
75.txt;2;3;11;0;0;9;2;0;1;0;0;12;4;7;0;0;2;12;0;3;0;0;2;0;2;0;2;7;1;1;4;5;0;0;0;2;2
86.txt;4;0;8;0;0;10;5;0;0;0;0;14;4;2;0;0;1;4;3;3;0;0;0;0;0;0;0;6;1;0;1;3;0;0;0;0;2
107.txt;4;3;8;2;0;16;7;1;3;0;1;10;12;7;0;0;2;2;1;3;0;0;0;0;0;0;1;4;0;3;8;0;1;0;0;0;2
142.txt;2;5;13;0;0;10;5;1;1;0;1;12;4;2;3;0;0;2;0;3;0;0;0;0;1;0;2;6;2;0;0;2;0;0;0;0;2
151.txt;0;3;14;3;0;14;9;1;0;0;1;14;10;5;0;0;1;1;0;3;0;0;0;0;0;0;1;6;0;1;2;4;0;0;0;0;2
32.txt;0;1;5;2;0;5;2;0;0;0;0;5;5;1;0;0;0;5;0;1;0;0;0;0;3;0;3;6;0;0;0;0;0;0;0;0;2
123.txt;1;1;6;0;0;8;3;0;0;0;1;9;7;6;0;0;0;6;1;1;0;0;0;0;2;0;3;5;2;1;3;0;0;0;0;0;2
64.txt;3;2;21;1;0;19;7;0;0;0;0;22;3;3;0;0;1;7;2;6;0;1;0;0;3;0;2;7;0;2;0;6;0;0;0;0;2
129.txt;1;4;11;0;0;11;4;0;1;0;0;13;9;2;0;0;0;0;0;1;0;0;0;0;2;0;1;5;1;2;0;0;0;0;0;0;2
9.txt;1;2;8;1;0;10;4;0;0;0;1;7;5;2;0;0;0;6;0;3;0;0;0;0;4;0;2;4;0;0;2;1;0;0;0;0;2
141.txt;2;1;5;0;0;7;2;0;0;0;1;2;6;9;0;0;0;2;0;2;1;0;0;0;2;0;3;7;1;2;0;0;0;0;0;0;2
15.txt;2;4;6;0;0;8;3;0;1;0;0;8;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;1;0;0;0;0;0;0;2
143.txt;3;1;10;1;0;5;8;0;1;0;2;14;4;2;0;0;3;1;1;1;0;0;0;0;0;0;2;1;0;1;0;4;1;0;0;0;2
7.txt;2;4;7;0;0;7;3;1;0;0;1;7;4;6;0;0;1;0;0;1;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;2
54.txt;3;0;12;0;0;2;4;1;1;0;0;14;1;8;0;0;0;5;0;0;1;0;0;0;6;0;4;4;1;1;0;4;0;0;0;0;2
65.txt;1;0;8;0;0;7;4;1;0;0;1;8;14;1;0;0;3;3;1;3;0;0;0;0;2;0;3;3;3;0;2;0;1;0;0;0;2
63.txt;1;2;8;0;0;9;2;1;0;0;1;11;6;4;0;0;0;8;4;4;0;0;0;0;5;0;4;3;1;2;0;8;0;0;0;0;2
19.txt;2;2;8;0;0;6;7;0;0;0;1;14;7;2;0;0;1;6;1;2;0;0;1;0;2;0;3;5;0;0;0;3;0;0;0;1;2
81.txt;2;1;9;0;0;7;5;0;0;0;0;17;5;0;0;0;0;10;1;5;0;0;1;0;3;0;2;2;1;2;0;9;0;0;0;0;2
43.txt;1;1;7;0;0;11;7;0;0;0;1;10;6;12;0;0;1;3;0;1;0;0;0;0;2;0;3;6;0;0;0;0;1;0;0;0;2
22.txt;3;1;6;0;0;10;4;0;0;0;0;10;6;3;0;1;0;2;2;1;0;0;0;0;1;0;1;3;1;2;2;0;0;0;0;0;2
26.txt;1;2;7;0;0;8;3;0;0;0;0;8;8;3;1;0;0;1;1;2;0;0;1;0;2;0;2;8;2;1;1;0;1;0;0;2;2
23.txt;1;2;6;2;0;9;3;0;0;0;0;8;6;4;0;0;0;1;0;3;0;0;0;0;1;0;3;4;1;0;0;3;1;0;0;0;2
153.txt;3;4;11;2;0;9;4;0;1;0;1;18;4;4;0;0;1;4;0;4;0;0;0;0;5;0;3;2;4;2;1;4;0;0;0;0;2
114.txt;3;5;27;1;0;20;11;0;0;0;2;25;11;4;0;0;1;4;1;4;0;1;0;0;2;0;2;15;0;2;1;1;3;0;0;0;2
112.txt;1;2;7;0;0;6;3;0;0;0;0;9;6;4;0;0;0;4;0;1;0;0;1;0;2;0;2;6;0;0;0;0;0;0;0;0;2
55.txt;4;4;9;0;0;6;3;0;0;0;0;11;4;2;0;0;0;8;2;3;0;0;1;0;1;0;2;12;2;2;0;0;0;0;0;1;2
89.txt;2;2;10;0;0;9;7;0;1;0;0;10;12;4;0;0;0;4;0;3;0;0;0;0;2;0;3;7;0;2;4;3;0;1;0;2;2
42.txt;2;0;12;1;0;7;3;0;0;0;0;14;4;4;0;0;0;1;1;3;0;0;0;0;2;0;2;8;1;2;1;1;0;0;0;1;2
82.txt;1;1;7;1;0;7;4;0;0;0;1;14;6;0;0;0;0;2;5;4;0;0;0;0;3;0;3;1;0;1;3;1;1;0;0;0;2
99.txt;3;1;12;0;0;5;5;0;1;0;0;12;5;0;0;0;0;3;1;3;0;0;1;0;4;0;1;8;0;4;0;1;0;0;0;1;2
91.txt;4;0;8;0;0;10;5;0;1;0;0;8;11;2;0;0;0;5;0;2;0;0;0;0;0;0;0;10;0;1;1;0;0;1;0;0;2
17.txt;1;1;8;1;0;2;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6;1;1;0;0;1;0;0;0;2
21.txt;5;1;11;0;0;7;3;0;0;0;0;12;4;7;0;0;0;2;0;2;0;0;1;0;0;0;2;9;1;0;1;1;0;0;0;0;2
101.txt;6;2;9;0;0;10;4;1;0;0;1;20;7;3;0;0;1;5;6;4;0;0;0;0;1;0;2;1;4;5;7;0;0;0;0;0;2
71.txt;1;0;12;0;0;9;0;0;0;0;0;13;2;1;0;0;0;3;0;6;0;0;0;0;1;0;1;8;0;2;0;0;0;0;0;1;2
140.txt;6;3;22;0;0;16;13;0;0;0;5;27;12;7;0;0;0;6;4;5;0;0;0;0;8;0;10;7;2;0;1;3;0;0;0;1;2
138.txt;4;2;12;0;0;10;5;0;0;0;0;19;6;5;0;0;0;4;1;3;0;0;0;0;3;0;4;4;0;3;1;4;1;0;0;0;2
102.txt;2;1;8;0;0;11;3;0;0;0;0;10;3;5;0;0;1;10;2;4;0;0;1;0;4;0;3;12;0;1;0;0;0;0;0;2;2
11.txt;3;2;6;0;0;7;2;0;0;0;1;11;8;4;0;0;0;1;1;2;0;0;0;0;2;0;2;3;1;1;0;2;0;0;0;0;2
69.txt;2;3;13;0;0;12;1;0;0;0;1;17;7;1;0;0;0;4;3;3;0;0;0;0;2;0;3;4;1;0;3;3;0;0;0;0;2
76.txt;6;4;11;0;0;10;4;1;1;0;2;10;7;3;0;0;0;5;0;6;0;0;0;0;4;0;4;14;0;2;0;0;0;2;0;0;2
150.txt;2;3;10;0;0;11;6;0;0;0;0;18;8;0;0;0;0;2;1;2;0;0;0;0;2;0;0;0;1;4;6;3;0;0;0;0;2
30.txt;2;2;7;0;1;10;1;0;1;0;1;12;4;10;0;0;2;3;1;1;0;0;0;0;0;0;1;5;0;1;0;1;0;0;0;0;2
149.txt;1;4;7;0;0;7;4;0;0;0;1;13;6;10;0;0;2;4;4;1;0;0;0;0;1;0;1;7;2;1;0;4;2;0;0;0;2
50.txt;4;1;17;0;0;13;4;0;0;0;0;21;6;0;0;0;1;11;0;6;0;0;0;0;1;0;1;11;0;1;1;5;0;0;0;0;2
126.txt;3;1;15;0;0;14;11;0;1;0;0;18;8;6;0;0;2;5;1;1;0;0;2;0;2;0;2;13;1;1;0;0;0;0;0;0;2
125.txt;3;0;6;0;0;12;7;4;0;0;2;15;8;2;1;0;3;6;5;6;0;0;0;0;3;0;4;2;2;1;3;8;1;0;0;0;2
6.txt;3;1;9;1;0;5;4;0;0;0;1;4;11;3;0;0;0;5;1;4;0;0;1;0;3;0;3;6;0;0;4;0;0;0;0;0;2
105.txt;2;4;8;0;0;10;6;0;0;0;0;12;7;4;0;0;0;5;1;2;0;0;0;0;1;0;1;3;1;6;5;2;1;1;0;1;2
41.txt;3;1;9;0;0;9;5;0;0;0;0;15;1;0;0;0;0;6;2;3;0;0;0;0;1;0;1;1;1;2;0;9;0;0;0;0;2
35.txt;2;0;6;0;0;8;4;0;0;0;1;10;7;2;0;0;0;5;0;2;0;0;0;0;2;0;3;8;1;1;1;1;1;0;0;1;2
70.txt;3;3;4;1;0;10;7;0;0;0;0;8;5;2;0;0;0;5;3;3;0;0;0;0;1;0;3;0;1;0;0;7;1;0;0;0;2
104.txt;3;0;10;0;0;11;1;0;0;0;0;14;2;3;0;0;0;6;0;1;0;0;0;0;2;0;1;6;2;1;0;1;0;0;0;0;2
98.txt;2;1;14;0;0;10;3;0;0;0;1;18;1;1;0;0;0;6;1;3;0;0;0;0;3;0;3;8;1;1;1;0;0;1;0;1;2
52.txt;7;0;10;0;0;10;5;0;0;0;0;20;3;0;1;0;1;9;8;3;1;0;0;0;2;0;1;16;3;0;0;1;0;0;0;0;2
94.txt;2;1;12;1;0;7;4;0;0;0;0;11;4;1;0;0;0;1;0;3;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;2
3.txt;4;2;12;0;0;3;4;0;0;0;0;9;6;1;0;0;0;3;0;5;0;0;0;0;1;0;1;8;1;3;1;0;0;0;0;1;2
46.txt;4;0;6;0;0;4;3;0;0;0;1;12;4;1;0;0;1;7;0;4;0;0;0;0;2;0;2;7;1;1;0;0;0;0;0;0;2
80.txt;5;0;18;0;0;12;4;0;0;0;0;24;1;2;0;0;1;4;0;3;0;0;1;0;2;0;2;9;1;0;1;3;0;1;0;0;2
122.txt;4;2;14;0;0;5;7;0;0;0;1;18;4;1;0;0;0;3;0;5;0;1;0;0;2;0;2;7;2;4;1;3;0;0;0;1;2
59.txt;1;2;13;0;0;10;7;0;2;0;1;20;7;1;0;0;0;5;4;6;0;0;0;0;2;0;3;1;2;0;3;10;1;0;0;1;2
137.txt;1;7;14;0;0;15;4;0;0;0;0;20;5;9;0;0;1;5;1;5;0;0;1;0;1;0;1;12;0;2;1;1;1;3;0;0;2
92.txt;3;5;12;0;0;9;4;0;1;0;1;16;9;1;0;0;1;5;1;1;1;0;0;0;1;0;1;4;0;0;1;3;0;0;0;0;2
20.txt;4;4;9;0;0;7;3;0;1;0;2;11;4;4;0;0;0;5;2;3;0;0;0;0;1;0;2;3;0;0;0;5;0;0;0;0;2
33.txt;1;1;11;0;0;8;3;0;0;0;1;12;1;3;0;0;0;0;0;2;0;0;0;0;0;0;2;3;0;0;1;0;0;0;0;0;2
8.txt;1;3;6;0;0;12;4;0;0;0;0;7;5;1;0;0;0;9;0;6;0;0;1;0;0;0;0;7;1;1;3;1;0;0;0;0;2
38.txt;1;0;6;0;0;4;3;0;0;0;0;8;1;3;0;0;1;2;1;2;0;0;0;0;3;0;2;6;1;1;1;0;0;0;0;1;2
29.txt;4;0;17;0;0;10;6;0;0;0;1;20;11;4;0;0;0;3;0;2;0;0;0;0;0;0;1;3;1;3;2;4;1;0;0;0;2
1.txt;5;1;24;0;0;16;6;0;0;0;1;31;2;2;0;0;0;7;0;6;1;0;1;0;2;0;3;14;1;0;0;2;1;0;0;0;2
68.txt;2;3;10;1;0;7;2;0;0;0;0;15;3;2;0;0;0;10;1;1;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;2;2
152.txt;3;0;10;1;0;12;5;0;0;0;2;11;8;3;0;0;0;8;2;4;0;0;0;0;4;0;4;6;1;1;0;2;0;0;0;0;2
74.txt;2;1;5;0;0;3;5;0;0;0;0;5;5;12;0;0;1;3;0;1;0;0;1;0;5;0;4;5;0;0;0;0;0;0;0;0;2
110.txt;1;3;14;1;0;10;6;0;1;0;2;19;6;3;0;0;2;2;1;1;1;0;0;0;1;0;4;2;0;0;1;6;1;0;0;0;2
51.txt;2;2;9;0;0;6;5;0;0;0;0;8;2;9;0;0;0;2;1;0;0;0;1;0;1;0;1;4;0;0;0;1;0;0;0;0;2
58.txt;0;0;11;1;0;11;4;0;0;0;0;18;4;7;0;1;2;1;1;0;0;0;0;0;3;0;2;4;0;1;1;1;0;0;0;0;2
128.txt;1;4;11;0;0;13;6;0;0;0;1;11;5;7;1;0;0;10;0;5;0;1;0;0;1;0;4;6;0;1;1;5;0;0;0;0;2
44.txt;1;0;10;0;0;9;2;0;0;0;0;12;1;1;0;0;0;8;2;4;0;0;1;0;0;0;1;12;1;0;0;0;0;0;0;1;2
18.txt;3;2;11;1;0;9;4;2;0;0;2;12;5;1;0;0;1;1;0;2;0;0;0;0;0;0;2;5;0;1;0;1;0;0;0;0;2
56.txt;2;0;12;0;0;8;2;0;0;0;2;18;0;1;0;0;1;5;1;4;0;0;1;0;1;0;2;8;2;0;1;1;0;0;0;1;2
111.txt;2;10;7;1;0;13;8;0;0;0;0;14;11;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;2
115.txt;0;2;2;0;0;3;2;0;0;0;0;4;3;4;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;2
67.txt;2;3;13;0;0;9;2;1;0;0;0;12;8;1;0;0;1;1;0;0;0;0;0;0;2;0;1;3;0;1;2;3;0;0;0;0;2
93.txt;6;5;14;0;0;7;4;0;0;0;0;17;2;6;0;0;1;3;3;9;0;0;0;0;1;0;1;9;0;0;0;3;0;1;0;0;2
130.txt;2;0;4;0;0;3;2;0;0;0;0;2;2;9;0;0;0;5;0;4;0;0;0;0;0;0;1;7;1;0;0;0;0;1;0;0;2
39.txt;3;2;7;0;0;13;6;0;0;0;0;16;8;4;0;0;1;4;1;1;0;0;0;0;3;0;0;3;1;0;4;3;0;0;0;0;2
79.txt;2;4;14;0;0;12;6;0;0;0;3;14;5;1;0;0;0;5;1;3;0;0;0;0;2;0;3;4;0;1;2;1;0;0;0;0;2
134.txt;1;2;10;0;0;7;3;0;1;0;2;11;2;7;0;0;0;4;0;1;0;0;0;0;3;0;4;4;1;1;0;2;0;0;0;0;2
77.txt;1;1;4;0;0;4;1;0;0;0;0;6;1;3;0;0;0;5;1;2;0;0;0;0;1;0;0;4;0;0;0;1;0;0;0;0;2
117.txt;0;1;3;0;0;9;1;1;1;0;0;7;6;8;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;1;2;0;1;0;0;2
95.txt;4;0;9;0;0;13;4;0;0;0;0;15;8;1;0;0;0;14;5;6;0;0;0;0;4;0;4;7;1;0;4;10;1;1;0;0;2
131.txt;4;1;10;1;0;13;5;1;0;0;2;15;10;3;0;0;0;8;1;2;0;0;0;0;1;0;5;2;0;0;6;3;0;0;0;0;2
135.txt;3;1;7;1;0;4;4;0;1;0;0;9;5;2;0;0;0;1;0;0;0;0;0;0;1;0;0;6;1;0;0;1;0;0;0;1;2
28.txt;4;1;9;0;0;6;3;0;0;0;0;10;2;2;0;0;1;4;0;1;0;0;0;0;1;0;1;7;2;2;1;1;0;0;0;0;2
31.txt;4;4;9;0;0;9;5;0;1;0;0;17;9;1;0;0;0;4;2;4;0;0;0;0;1;0;2;0;0;0;3;7;1;0;0;1;2
83.txt;3;3;9;0;0;10;11;1;0;0;2;6;8;2;0;0;0;6;0;9;1;1;0;0;1;0;3;7;1;1;3;0;0;0;0;0;2
118.txt;3;0;11;0;0;8;7;0;0;0;0;14;4;1;0;0;0;6;1;1;0;0;0;0;1;0;1;4;0;1;0;5;0;1;0;0;2
90.txt;1;3;16;0;0;23;9;0;0;0;1;14;9;20;3;0;5;7;0;3;0;0;0;0;3;0;4;15;0;1;1;2;0;1;0;0;2
78.txt;4;1;12;1;0;11;11;0;1;0;0;15;2;8;0;0;0;4;1;3;0;0;1;0;3;0;4;6;3;0;2;1;0;1;0;0;2
5.txt;2;1;13;0;0;5;3;0;0;0;1;12;4;5;0;0;0;2;0;6;0;0;0;0;2;0;2;3;0;0;0;3;0;0;0;1;2
10.txt;1;1;8;0;0;9;2;0;0;0;0;12;3;3;0;0;1;1;0;1;0;0;0;0;0;0;0;5;2;1;0;1;0;0;0;0;2
146.txt;1;0;6;0;0;5;4;0;0;0;0;11;2;0;0;0;1;3;1;1;0;0;0;0;1;0;1;9;0;3;0;0;1;0;0;2;2
88.txt;2;2;10;0;0;10;4;1;0;0;0;12;6;3;0;0;0;1;1;0;0;0;0;0;1;0;1;7;0;3;2;0;0;0;0;0;2
106.txt;1;1;9;0;0;9;4;0;0;0;0;11;1;8;0;0;1;3;2;1;0;0;0;0;3;0;1;8;2;0;0;1;0;1;0;0;2
139.txt;2;3;19;0;0;23;10;0;1;0;4;21;9;4;0;0;2;12;2;10;2;0;0;0;2;0;7;2;0;0;2;11;0;0;0;1;2
2.txt;5;0;14;1;0;10;2;0;0;0;0;16;5;1;0;0;1;3;1;0;0;0;0;0;2;0;0;9;0;0;0;1;0;0;0;0;2
57.txt;2;0;19;0;0;12;2;0;0;0;0;21;5;2;0;0;1;5;2;4;0;0;0;0;0;0;1;13;1;0;0;0;0;0;0;1;2
103.txt;1;4;11;0;0;13;5;0;0;0;0;7;7;7;0;0;0;2;0;3;0;0;0;0;0;0;0;2;2;6;1;6;1;0;0;0;2
113.txt;3;1;8;0;0;9;5;0;1;0;2;10;5;1;0;0;0;7;1;5;0;1;1;0;0;0;2;2;1;1;0;5;0;0;0;1;2
119.txt;2;1;8;0;0;10;8;0;0;0;0;11;2;3;0;0;0;11;1;3;0;0;0;0;0;0;1;6;2;1;1;6;0;1;0;0;2
